Blog Category,Blog Title,Blog Catchphrase,Blog Link,Author Name,Thumbnail Link
Zara,This sequin skirt is already Zara's number 1 Christmas party buy,Did someone say Christmas?,https://www.glamourmagazine.co.uk/gallery/zara-sequin-skirt-christmas-2018,Sheena Isokariari ,https://media.glamourmagazine.co.uk/photos/6138bc8a8cb9467036e10182/4:3/w_1600%2Cc_limit/2488108500_1_1_1_sf.jpg
Coats & Jackets,We've just found out why coats have shoulder buttons and it's a total game-changer,We had no idea!,https://www.glamourmagazine.co.uk/gallery/shoulder-buttons-on-coats,Sheena Isokariari ,https://media.glamourmagazine.co.uk/photos/6138dc28ba092ab636a13afe/4:3/w_1600%2Cc_limit/trench_glamour_2nov18_gettyimages-1053250942_sq.jpg
Photography,Rankin's incredible new photography book celebrates the world's top supermodels in all their glory,He's a genius.,https://www.glamourmagazine.co.uk/gallery/rankin-unfashionable-book,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138c5185737943865219f40/4:3/w_1600%2Cc_limit/rw_932_dscanrich_kate_moss_allure_410b_sq.jpg
Designer Fashion,This is officially the hottest fashion brand in the world... and you might not have even heard of it,"Kendall Jenner, Bella Hadid and Cara Delevingne are all huge fans.",https://www.glamourmagazine.co.uk/gallery/off-white-news,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138cfac54a5dc97887eabcc/4:3/w_1600%2Cc_limit/gettyimages-1042079652_sq.jpg
Celebrity Fashion,"The new A-list trend? Wearing your gym kit as daywear, here's how to pull it off...",Now here's a trend we can get on board with...,https://www.glamourmagazine.co.uk/gallery/celebrities-wearing-gym-wear-as-day-wear-trend,Glamour ,https://media.glamourmagazine.co.uk/photos/6138b60daa3b5acf3b0dd259/4:3/w_1600%2Cc_limit/ashleygraham_glamour_23oct18_gettyimages-1052774992_sf.jpg
Meghan Markle,Meghan Markle just made this & Other Stories dress the garment of autumn after wearing it on tour (and there's still a few left!),The Meghan Markle effect is real.,https://www.glamourmagazine.co.uk/gallery/meghan-markle-and-other-stories-polka-dress,Sheena Isokariari ,https://media.glamourmagazine.co.uk/photos/6138cda66c53c747be7bf08f/4:3/w_1600%2Cc_limit/meghanmarkle_glamour_23oct18_gettyimages-1052220194_sf.jpg
Inthefrow,"GLAMOUR's fashion columnist, Inthefrow, reveals the 5 fashion rules everyone should follow this season",5 simple rules.,https://www.glamourmagazine.co.uk/article/in-the-frow-victoria-magrath-new-fashion-rules-aw18,Victoria from Inthefrow ,https://media.glamourmagazine.co.uk/photos/6138b9bee2e190b1f7b27b79/4:3/w_1600%2Cc_limit/inthefrow_glamour_18oct18_insta_sq.jpg
Zendaya,Tommy Hilfiger and Zendaya are releasing a brand new collection together,This will be more than just cool clothes.,https://www.glamourmagazine.co.uk/article/tommy-hilfiger-zendaya-collection,Kelly Allen ,https://media.glamourmagazine.co.uk/photos/6138afa84501b1fdc56bb40f/4:3/w_1600%2Cc_limit/zendaya_glamour_17oct18_gettyimages-918214930_sf.jpg
Fashion,Six up-and-coming designers discuss the future of fashion,Get ready to meet the industry's next big names.,https://www.glamourmagazine.co.uk/article/new-designers-discuss-the-future-of-fashion,Glamour ,https://media.glamourmagazine.co.uk/photos/6138c415ba092ab636a128fd/4:3/w_1600%2Cc_limit/gl_nau2_sf.jpg
Topshop,Literally everyone is wearing this animal-print Topshop dress right now,Feel fierce.,https://www.glamourmagazine.co.uk/article/topshop-animal-print-dress,Kelly Allen ,https://media.glamourmagazine.co.uk/photos/6138d20fa8f6b78280dd9bdf/4:3/w_1600%2Cc_limit/topshop_glamour_9oct18_insta_sq.jpg
Melania Trump,Melania Trump just stepped out in another controversial outfit and people really aren't happy,Not her first fashion disaster...,https://www.glamourmagazine.co.uk/article/melania-trump-pith-helmet-africa,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138d92d4c8f4b78b7c65b70/4:3/w_1600%2Cc_limit/melania_glamour_8oct18_gettyimages-1045901446_sq.jpg
Paris Fashion Week,The Louis Vuitton show fused futurism within fashion to close fashion month with a bang,Until next season.,https://www.glamourmagazine.co.uk/article/louis-vuitton-paris-fashion-week-ss19-review,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138a9d73335302f7261b8c1/4:3/w_1600%2Cc_limit/gettyimages-1048491714_sq.jpg
H&M,H&M has launched a bra collection for breast cancer survivors and it's actually super cute,So empowering.,https://www.glamourmagazine.co.uk/article/hm-breast-cancer-bra-collection,Sophie Thompson ,https://media.glamourmagazine.co.uk/photos/6138dba6f5e39d30c69b661c/4:3/w_1600%2Cc_limit/11-04_1_sf.jpg
ASOS,This is the new high street collection you’ll see all over your Instagram feed this autumn,We can't. Get. Enough.,https://www.glamourmagazine.co.uk/article/asos-design-instagram-autumn-2018,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388c832b5bbea0082917bf/4:3/w_1600%2Cc_limit/becky-tong-sqaure.jpg
L'Oreal,Here's what happened when GLAMOUR went backstage with Cheryl and Eva at the incredible L’Oréal Paris Fashion Show in Paris,It was in Seine!,https://www.glamourmagazine.co.uk/article/loreal-paris-river-seine-show-2018,Camilla Kay ,https://media.glamourmagazine.co.uk/photos/6138b21eba092ab636a11b77/4:3/w_1600%2Cc_limit/cheryl-sqaure.jpg
Meghan Markle,Everyone is desperate to get their hands on a pair of Meghan's flats for one very important reason,Putting her best foot forward.,https://www.glamourmagazine.co.uk/gallery/meghan-markle-rothy-black-flats,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138bf295ebdbf876576cc42/4:3/w_1600%2Cc_limit/meghanmarkle_glamour_17oct18_gettyimages-1052224640_sq.jpg
Breast Cancer Awareness Month,Stella McCartney is giving away chic mastectomy bras for breast cancer awareness,It's a cause close to her heart.,https://www.glamourmagazine.co.uk/gallery/stella-mccartney-mastectomy-bra,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138c1a52677a6ca5ae36416/4:3/w_1600%2Cc_limit/unknown-225_sf.jpg
High-Street,Topshop just released its cult dress in snakeskin and we predict a sell-out,Yet another version!,https://www.glamourmagazine.co.uk/gallery/topshop-back-polka-dot-dress-2018-in-stock,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138aff24501b1fdc56bb458/4:3/w_1600%2Cc_limit/ts10k46ppnk_m_1_sf.jpg
Gwyneth Paltrow,Gwyneth Paltrow's five fashion lessons for timeless style,"From the 90s to now, we need her life's wardrobe.",https://www.glamourmagazine.co.uk/gallery/gwyneth-paltrow-fashion-tips,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138d940dc58bfe816d3c094/4:3/w_1600%2Cc_limit/original_sq.jpg
Fashion,Here are the simple ways you can help the planet by becoming more sustainable every single day,"So long, fast fashion!",https://www.glamourmagazine.co.uk/gallery/jasmine-hemsley-fast-fashion-interview,Bianca London ,https://media.glamourmagazine.co.uk/photos/61388ac5ba092ab636a0fc63/4:3/w_1600%2Cc_limit/stella_glamour_4jun18_insta_sq.jpg
Royal Wedding,This was the sentimental meaning behind Princess Eugenie's Peter Pilotto wedding dress,There was some serious thought in these details...,https://www.glamourmagazine.co.uk/gallery/princess-eugenie-wedding-dress,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138b16a30654311017f7b6f/4:3/w_1600%2Cc_limit/7-02.jpg
Met Gala,"The theme for the 2019 Met Gala has been announced, here’s everything we know so far...",We cannot wait for this.,https://www.glamourmagazine.co.uk/gallery/met-gala-2019-theme,Kelly Allen ,https://media.glamourmagazine.co.uk/photos/6138c700a8f6b78280dd93a9/4:3/w_1600%2Cc_limit/rihanna_glamour_10oct18_gettyimages-956251480_sf.jpg
American Music Awards,Here are all the most incredible looks from the AMAs,All of the hottest looks from the biggest music awards this year...,https://www.glamourmagazine.co.uk/gallery/american-music-awards-2018,Sophie Thompson ,https://media.glamourmagazine.co.uk/photos/6138ce5c86dcf24018f4d2b2/4:3/w_1600%2Cc_limit/taylorswift_glamour_10oct18_gettyimages-1048368054_sf.jpg
Swimwear,This £20 swimsuit is being hailed the most flattering for every single body shape,Book a holiday now.,https://www.glamourmagazine.co.uk/gallery/nancy-ganz-black-swimsuit,Kelly Allen ,https://media.glamourmagazine.co.uk/photos/6138c23ca8f6b78280dd9039/4:3/w_1600%2Cc_limit/gettyimages-760292087_sq.jpg
Chanel,Chanel makes waves with beach-themed runway show at Paris Fashion Week,A high-end approach to beachwear.,https://www.glamourmagazine.co.uk/gallery/chanel-ss19-paris-fashion-week,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138a9deaa3b5acf3b0dc8ba/4:3/w_1600%2Cc_limit/chanel-hero-sqaure.jpg
Fashion Trends,Celebrities and bloggers have pretty much confirmed this £30 Primark coat is the outerwear of the season,Check mate.,https://www.glamourmagazine.co.uk/gallery/primark-check-coat-winter-2018,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138b24e2b5bbea0082931e7/4:3/w_1600%2Cc_limit/kazcrossley.jpg
Perfume,"""Gender is bulls**t and is made up to put people in a box"": Meet the badass intersex model challenging gender norms",Breaking the boundaries.,https://www.glamourmagazine.co.uk/article/hanne-gaby-odiele-intersex-paris-fashion-week-interview,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138d52069a8a3323e6da866/4:3/w_1600%2Cc_limit/hanne.jpg
Body Positivity,This curve blogger is recreating celebrity looks for different sizes and she's absolutely killing it,Style isn't a one-size-fits-all game.,https://www.glamourmagazine.co.uk/article/katie-sturino-12ish-blogger-curve-celebrity-outfits,Jade Moscrop ,https://media.glamourmagazine.co.uk/photos/6138b8b34c8f4b78b7c64368/4:3/w_1600%2Cc_limit/the12ishstyle_glamour_26sep18_insta_sq.jpg
Instagram,Gabi Fresh: “Modelling underwear as a plus-sized woman goes against everything society has taught us but it's so empowering!”,We are SO here for this!,https://www.glamourmagazine.co.uk/article/gabi-fresh-body-confidence-interview,Josh Smith ,https://media.glamourmagazine.co.uk/photos/6138cc18f5e39d30c69b5a96/4:3/w_1600%2Cc_limit/180802_gfpp_01_079_sf.jpg
Ashley Graham,Ashley Graham: “No one can make YOU feel bad about yourself unless you give them that power!”,Our EXCLUSIVE chat with the new star of PrettyLittleThing.com.,https://www.glamourmagazine.co.uk/article/ashley-graham-pretty-little-thing-interview,Josh Smith ,https://media.glamourmagazine.co.uk/photos/6138d91f9734ef64a15f18fe/4:3/w_1600%2Cc_limit/_mg_1129_sf.jpg
Holly Willoughby,"This high street rainbow dress is the perfect dupe for Holly Willoughby's coveted £1,500 version",We're totally buying this.,https://www.glamourmagazine.co.uk/article/holly-willoughby-rainbow-ashish-dress-littlewoods,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138c9adaa3b5acf3b0de177/4:3/w_1600%2Cc_limit/mjahg_sq1_0000000029_multi_mdf_sf.jpg
Fashion Trends,Socks and sliders are back in fashion but should you really wear them?,Kim K would say yes.,https://www.glamourmagazine.co.uk/article/socks-with-sliders-fashion-trend,Glamour ,https://media.glamourmagazine.co.uk/photos/6138ac523bf019dd15688409/4:3/w_1600%2Cc_limit/bguk_1293608_004_acc5w574_sf.jpg
London Fashion Week,Charli Howard: “We should see more curves on the runway – it doesn’t make you less fashionable because you have boobs & a bum!”,Is fashion week diverse enough? We find out whilst street style hunting.,https://www.glamourmagazine.co.uk/article/charli-howard-fashion-week-2018-interview,Josh Smith ,https://media.glamourmagazine.co.uk/photos/6138a7dc9734ef64a15ef3c0/4:3/w_1600%2Cc_limit/img_9870_sq.jpg
Body Positivity,These women are proving they're worth 'more than their bodies' in this epic campaign,Major.,https://www.glamourmagazine.co.uk/article/simply-be-more-than-our-bodies-campaign,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138ce63573794386521a649/4:3/w_1600%2Cc_limit/simply.jpg
Harry Styles,Harry Styles is the face of Gucci & we have never been more jealous of a pig,"Young MacHarry had a farm, e-i-e-i-o…",https://www.glamourmagazine.co.uk/article/harry-styles-gucci-campaign,Josh Smith ,https://media.glamourmagazine.co.uk/photos/61388c783bf019dd15686ebb/4:3/w_1600%2Cc_limit/gu604_cruise.jpg
Weddings,This is what it's really like wedding dress shopping as a size 24 bride-to-be,"""I just don’t feel as attractive any more""",https://www.glamourmagazine.co.uk/article/plus-size-wedding-dress-shopping,Eleanor Segall ,https://media.glamourmagazine.co.uk/photos/61388aec30654311017f5c8d/4:3/w_1600%2Cc_limit/charisse-kenion-340543-unsplash_hero.jpg
Inthefrow,"GLAMOUR's fashion columnist, Inthefrow, reveals the 5 high street buys you need to snap up this Autumn",The famous five.,https://www.glamourmagazine.co.uk/article/in-the-frow-victoria-magrath-autumn-winter-trends-2018,Victoria from Inthefrow ,https://media.glamourmagazine.co.uk/photos/6138bb863335302f7261c6d0/4:3/w_1600%2Cc_limit/inthefrow_glamour_17sep18_insta_sf.jpg
Celebrity Fashion,The A-listers giving us major envy with their celebrity airport style,Take fashion inspiration from these celebrity high fliers...,https://www.glamourmagazine.co.uk/gallery/celebrity-airport-fashion-style,Glamour ,https://media.glamourmagazine.co.uk/photos/6138cd0e5341d7d4e342d8a4/4:3/w_1600%2Cc_limit/rosie_glamour_28sep18_gettyimages-1001546606_sf.jpg
Victoria's Secret,Meet the 18 models making their Victoria's Secret fashion show debut this year,It's time to get to know the new (beautiful!) faces.,https://www.glamourmagazine.co.uk/gallery/victorias-secret-models-2018,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138b1f25ebdbf876576c21d/4:3/w_1600%2Cc_limit/vs.jpg
Shoes,"These are the most popular work shoes in the world with 28,000 people on their waiting list",These are the shoes that made workwear stylish...,https://www.glamourmagazine.co.uk/gallery/everlane-day-heel-waiting-list,Sophie Thompson ,https://media.glamourmagazine.co.uk/photos/6138b20e3bf019dd15688888/4:3/w_1600%2Cc_limit/everlane_glamour_28sep18_insta_sq.jpg
Rosie Huntington-Whiteley,Style lessons from Rosie Huntington-Whiteley: The queen of day-to-night fashion,,https://www.glamourmagazine.co.uk/gallery/rosie-huntington-whiteley-fashion-best-outfits-and-looks,Glamour ,https://media.glamourmagazine.co.uk/photos/61388bb630654311017f5fc2/4:3/w_1600%2Cc_limit/rosiehw_glamour_26sep18_gettyimages-1040047136_sf.jpg
Paris Fashion Week,A French model's guide to Paris Fashion Week (including where to take the best outfit pics),Clue: It's not in front of the Eiffel Tower.,https://www.glamourmagazine.co.uk/gallery/jeanne-damas-paris-fashion-week,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138bfa44501b1fdc56bbff4/4:3/w_1600%2Cc_limit/screen.jpg
Street Style,The chicest street style looks from London Fashion Week that we want to replicate immediately,"While we sat front row, our photographer captured the best looks outside the shows.",https://www.glamourmagazine.co.uk/gallery/street-style-london-fashion-week-ss19,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138a7e55ebdbf876576baca/4:3/w_1600%2Cc_limit/img_0444_sq.jpg
High-Street,Everyone will be wearing this animal print Zara skirt this Autumn (and it's only £23),Our predictions are in...,https://www.glamourmagazine.co.uk/gallery/zara-autumn-2018-collection-highlights,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388d378cb9467036e0e18f/4:3/w_1600%2Cc_limit/1165164600_2_5_1_sf.jpg
Fashion,Meghan Markle talks about her wedding dress for the first time in this never-before-seen clip,We're still dreaming about the big day.,https://www.glamourmagazine.co.uk/gallery/meghan-markle-wedding-dress-pictures,Charlie Teather Sophie Thompson ,https://media.glamourmagazine.co.uk/photos/61388e42e2e190b1f7b25dbe/4:3/w_1600%2Cc_limit/meghanmarkle_glamour_19sep18_shutterstock_editorial_9685436em_huge_sq.jpg
Body Positivity,This incredible campaign that challenges perceptions of beauty is what the fashion world's been waiting for,It's just what we need.,https://www.glamourmagazine.co.uk/gallery/rankin-portrait-positive,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138b8413335302f7261c41c/4:3/w_1600%2Cc_limit/cmyk.jpg
Marks & Spencer,Shoppers are going wild for the M&S £35 leopard skirt that sells out within seconds of being re-stocked,Into it.,https://www.glamourmagazine.co.uk/article/marks-and-spencer-leopard-print-skirt-2018,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138cdcb236c41e83148be22/4:3/w_1600%2Cc_limit/mercer7official_glamour_13sep18_insta_sq.jpg
Victoria's Secret,This Victoria's secret model compared maintaining highlighted hair to racial discrimination...,Knowing when to be quiet is key...,https://www.glamourmagazine.co.uk/article/devon-windsor-highlighted-hair-discrimination,Sophie Thompson ,https://media.glamourmagazine.co.uk/photos/6138bed154a5dc97887e9ea8/4:3/w_1600%2Cc_limit/devonwindsor_glamour_13sep18_shutterstock_editorial_9880472ai_huge_sf.jpg
